to,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,from
Finland,5,0,0,5,0,10,5,20,20,Ethiopia
Sweden,60,40,70,55,125,185,135,185,225,Ethiopia
United Kingdom,45,20,20,25,120,115,120,,,Ethiopia
Belgium,0,0,0,0,0,5,0,0,,Kenya
Bulgaria,0,0,0,0,0,0,0,0,,Kenya
Czech Republic,0,0,0,0,0,0,0,,,Kenya
Denmark,0,0,0,0,0,0,0,,,Kenya
Germany,10,20,15,10,5,5,15,5,,Kenya
Estonia,0,0,0,0,0,0,0,,,Kenya
Ireland,0,0,0,0,0,0,0,,,Kenya
Greece,0,0,0,0,0,0,0,,,Kenya
Spain,0,0,0,0,0,0,,,,Kenya
France,0,0,10,5,5,10,10,,,Kenya
Croatia,0,0,0,0,0,0,0,0,,Kenya
Italy,5,0,5,5,0,5,0,,,Kenya
Cyprus,0,0,0,0,0,0,0,,,Kenya
Latvia,0,0,0,0,0,0,0,,,Kenya
Lithuania,0,0,0,0,0,0,0,0,,Kenya
Luxembourg,0,0,0,0,0,0,0,0,,Kenya
Hungary,0,0,0,0,0,0,0,5,,Kenya
Malta,0,0,0,0,0,0,0,,,Kenya
Netherlands,0,0,0,0,0,0,0,0,,Kenya
Austria,0,0,0,0,0,0,0,,,Kenya
Poland,0,0,0,0,0,0,0,0,0,Kenya
Portugal,0,0,0,0,0,0,0,,,Kenya
Romania,0,0,0,0,0,0,0,,,Kenya
Slovenia,0,0,0,0,0,0,0,0,,Kenya
Slovakia,0,0,0,0,0,0,0,,,Kenya
Finland,0,0,5,0,0,5,0,0,0,Kenya
Sweden,0,5,5,5,5,5,5,10,5,Kenya
United Kingdom,5,10,10,0,5,15,15,,,Kenya
Belgium,0,0,0,0,0,0,0,5,,Madagascar
Bulgaria,0,0,0,0,0,0,0,0,,Madagascar
Czech Republic,0,0,0,0,0,0,0,,,Madagascar
Denmark,0,0,0,0,0,0,0,,,Madagascar
Germany,0,0,0,0,0,0,0,0,,Madagascar
Estonia,0,0,0,0,0,0,0,,,Madagascar
Ireland,0,0,0,0,0,0,0,,,Madagascar
Greece,0,0,0,0,0,0,0,,,Madagascar
Spain,0,0,0,0,0,0,,,,Madagascar
France,10,10,10,5,10,0,5,,,Madagascar
Croatia,0,0,0,0,0,0,0,0,,Madagascar
Italy,0,0,0,0,0,0,0,,,Madagascar
Cyprus,0,0,0,0,0,0,0,,,Madagascar
Latvia,0,0,0,0,0,0,0,,,Madagascar
Lithuania,0,0,0,0,0,0,0,0,,Madagascar
Luxembourg,0,0,0,0,0,0,0,0,,Madagascar
Hungary,0,0,0,0,0,0,0,0,,Madagascar
Malta,0,0,0,0,0,0,0,,,Madagascar
Netherlands,0,0,0,0,0,0,0,0,,Madagascar
Austria,0,0,0,0,0,0,0,,,Madagascar
Poland,0,0,0,0,0,0,0,0,0,Madagascar
Portugal,0,0,0,0,0,0,0,,,Madagascar
Romania,0,0,0,0,0,0,0,,,Madagascar
Slovenia,0,0,0,0,0,0,0,0,,Madagascar
Slovakia,0,0,0,0,0,0,0,,,Madagascar
Finland,0,0,0,0,0,0,0,0,0,Madagascar
Sweden,0,0,0,0,0,0,0,0,0,Madagascar
United Kingdom,0,0,0,0,0,0,0,,,Madagascar
Belgium,0,0,0,0,0,0,0,0,,Malawi
Bulgaria,0,0,0,0,0,0,0,0,,Malawi
Czech Republic,0,0,0,0,0,0,0,,,Malawi
Denmark,0,0,0,0,0,0,0,,,Malawi
Germany,0,0,0,0,0,0,0,0,,Malawi
Estonia,0,0,0,0,0,0,0,,,Malawi
Ireland,5,5,5,5,10,10,5,,,Malawi
Greece,0,0,0,0,0,0,0,,,Malawi
Spain,0,0,0,0,0,0,,,,Malawi
France,0,0,0,0,0,0,0,,,Malawi
Croatia,0,0,0,0,0,0,0,0,,Malawi
Italy,0,0,0,0,0,0,0,,,Malawi
Cyprus,0,0,0,0,0,0,0,,,Malawi
Latvia,0,0,0,0,0,0,0,,,Malawi
Lithuania,0,0,0,0,0,0,0,0,,Malawi
Luxembourg,0,0,0,0,0,0,0,0,,Malawi
Hungary,0,0,0,0,0,0,0,0,,Malawi
Malta,0,0,0,0,0,0,0,,,Malawi
Netherlands,0,0,0,0,0,0,0,0,,Malawi
Austria,0,0,0,0,0,0,0,,,Malawi
Poland,0,0,0,0,0,0,0,0,0,Malawi
Portugal,0,0,0,0,0,0,0,,,Malawi
Romania,0,0,0,0,0,0,0,,,Malawi
Slovenia,0,0,0,0,0,0,0,0,,Malawi
Slovakia,0,0,0,0,0,0,0,,,Malawi
Finland,0,0,0,0,0,0,0,0,0,Malawi
Sweden,0,0,0,0,0,0,0,0,0,Malawi
United Kingdom,5,15,15,20,5,10,15,,,Malawi
Belgium,0,0,0,0,0,0,0,0,,Mauritius
Bulgaria,0,0,0,0,0,0,0,0,,Mauritius
Czech Republic,0,0,0,0,0,0,0,,,Mauritius
Denmark,0,0,0,0,0,0,0,,,Mauritius
Germany,0,0,0,0,0,0,0,0,,Mauritius
Estonia,0,0,0,0,0,0,0,,,Mauritius
Ireland,0,0,0,5,0,0,0,,,Mauritius
Greece,0,0,0,0,0,0,0,,,Mauritius
Spain,0,0,0,0,0,0,,,,Mauritius
France,0,0,0,0,0,0,0,,,Mauritius
Croatia,0,0,0,0,0,0,0,0,,Mauritius
Italy,0,0,0,0,0,0,0,,,Mauritius
Cyprus,0,0,0,0,0,0,0,,,Mauritius
Latvia,0,0,0,0,0,0,0,,,Mauritius
Lithuania,0,0,0,0,0,0,0,0,,Mauritius
Luxembourg,0,0,0,0,0,0,0,0,,Mauritius
Hungary,0,0,0,0,0,0,0,0,,Mauritius
Malta,0,0,0,0,0,0,0,,,Mauritius
Netherlands,0,0,0,0,0,0,0,0,,Mauritius
Austria,0,0,0,0,0,0,0,,,Mauritius
Poland,0,0,0,0,0,0,0,0,0,Mauritius
Portugal,0,0,0,0,0,0,0,,,Mauritius
Romania,0,0,0,0,0,0,0,,,Mauritius
Slovenia,0,0,0,0,0,0,0,0,,Mauritius
Slovakia,0,0,0,0,0,0,0,,,Mauritius
Finland,0,0,0,0,0,0,0,0,0,Mauritius
Sweden,0,0,0,0,0,0,0,0,0,Mauritius
United Kingdom,0,10,0,5,0,10,5,,,Mauritius
Belgium,0,0,0,0,0,0,0,0,,Mozambique
Bulgaria,0,0,0,0,0,0,0,0,,Mozambique
Czech Republic,0,0,0,0,0,0,0,,,Mozambique
Denmark,0,0,0,0,0,0,0,,,Mozambique
Germany,0,0,0,0,0,0,0,0,,Mozambique
Estonia,0,0,0,0,0,0,0,,,Mozambique
Ireland,0,0,0,0,0,0,0,,,Mozambique
Greece,0,0,0,0,0,0,0,,,Mozambique
Spain,0,0,0,0,0,0,,,,Mozambique
France,0,0,0,0,0,0,0,,,Mozambique
Croatia,0,0,0,0,0,0,0,0,,Mozambique
Italy,0,0,0,0,0,0,0,,,Mozambique
Cyprus,0,0,0,0,0,0,0,,,Mozambique
Latvia,0,0,0,0,0,0,0,,,Mozambique
Lithuania,0,0,0,0,0,0,0,0,,Mozambique
Luxembourg,0,0,0,0,0,0,0,0,,Mozambique
Hungary,0,0,0,0,0,0,0,0,,Mozambique
Malta,0,0,0,0,0,0,0,,,Mozambique
Netherlands,0,0,0,0,0,0,0,0,,Mozambique
Austria,0,0,0,0,0,0,0,,,Mozambique
Poland,0,0,0,0,0,0,0,0,0,Mozambique
Portugal,0,0,0,0,0,0,0,,,Mozambique
Romania,0,0,0,0,0,0,0,,,Mozambique
Slovenia,0,0,0,0,0,0,0,0,,Mozambique
Slovakia,0,0,0,0,0,0,0,,,Mozambique
Finland,0,0,0,0,0,0,0,0,0,Mozambique
Sweden,0,0,0,0,0,0,0,0,0,Mozambique
United Kingdom,0,0,0,0,0,0,0,,,Mozambique
Belgium,15,40,15,20,20,20,15,20,,Rwanda
Bulgaria,0,0,0,0,0,0,0,0,,Rwanda
Czech Republic,0,0,0,0,0,0,0,,,Rwanda
Denmark,0,0,0,0,0,5,0,,,Rwanda
Germany,5,5,5,5,0,5,0,0,,Rwanda
Estonia,0,0,0,0,0,0,0,,,Rwanda
Ireland,0,0,0,0,0,0,0,,,Rwanda
Greece,0,0,0,0,0,0,0,,,Rwanda
Spain,0,0,0,0,0,0,,,,Rwanda
France,15,10,10,20,25,10,10,,,Rwanda
Croatia,0,0,0,0,0,0,0,0,,Rwanda
Italy,0,0,0,0,0,0,0,,,Rwanda
Cyprus,0,0,0,0,0,0,0,,,Rwanda
Latvia,0,0,0,0,0,0,0,,,Rwanda
Lithuania,0,0,0,0,0,0,0,0,,Rwanda
Luxembourg,0,0,0,0,0,0,0,0,,Rwanda
Hungary,0,0,5,0,0,5,0,0,,Rwanda
Malta,0,0,0,0,0,0,0,,,Rwanda
Netherlands,0,0,0,0,0,0,0,0,,Rwanda
Austria,0,0,0,0,0,0,0,,,Rwanda
Poland,0,0,0,0,0,0,0,0,0,Rwanda
Portugal,0,0,0,0,0,0,0,,,Rwanda
Romania,0,0,0,0,0,0,0,,,Rwanda
Slovenia,0,0,0,0,0,0,0,0,,Rwanda
Slovakia,0,0,0,0,0,0,0,,,Rwanda
Finland,0,0,0,0,0,0,0,0,0,Rwanda
Sweden,0,0,0,0,5,0,0,5,5,Rwanda
United Kingdom,0,5,0,0,0,0,0,,,Rwanda
Belgium,0,0,0,0,0,0,0,0,,Seychelles
Bulgaria,0,0,0,0,0,0,0,0,,Seychelles
Czech Republic,0,0,0,0,0,0,0,,,Seychelles
Denmark,0,0,0,0,0,0,0,,,Seychelles
Germany,0,0,0,0,0,0,0,0,,Seychelles
Estonia,0,0,0,0,0,0,0,,,Seychelles
Ireland,0,0,0,0,0,0,0,,,Seychelles
Greece,0,0,0,0,0,0,0,,,Seychelles
Spain,0,0,0,0,0,0,,,,Seychelles
France,0,0,0,0,0,0,0,,,Seychelles
Croatia,0,0,0,0,0,0,0,0,,Seychelles
Italy,0,0,0,0,0,0,0,,,Seychelles
Cyprus,0,0,0,0,0,0,0,,,Seychelles
Latvia,0,0,0,0,0,0,0,,,Seychelles
Lithuania,0,0,0,0,0,0,0,0,,Seychelles
Luxembourg,0,0,0,0,0,0,0,0,,Seychelles
Hungary,0,0,0,0,0,0,0,0,,Seychelles
Malta,0,0,0,0,0,0,0,,,Seychelles
Netherlands,0,0,0,0,0,0,0,0,,Seychelles
Austria,0,0,0,0,0,0,0,,,Seychelles
Poland,0,0,0,0,0,0,0,0,0,Seychelles
Portugal,0,0,0,0,0,0,0,,,Seychelles
Romania,0,0,0,0,0,0,0,,,Seychelles
Slovenia,0,0,0,0,0,0,0,0,,Seychelles
Slovakia,0,0,0,0,0,0,0,,,Seychelles
Finland,0,0,0,0,0,0,0,0,0,Seychelles
Sweden,0,0,0,0,0,0,0,0,0,Seychelles
United Kingdom,0,0,0,0,0,0,0,,,Seychelles
Belgium,45,45,100,105,430,290,270,225,,Somalia
Bulgaria,0,0,0,0,0,0,0,0,,Somalia
Czech Republic,0,0,0,0,0,0,0,,,Somalia
Denmark,35,35,20,30,25,10,5,,,Somalia
Germany,350,440,295,415,430,625,500,370,,Somalia
Estonia,0,0,0,0,0,0,0,,,Somalia
Ireland,0,0,0,5,0,0,0,,,Somalia
Greece,15,15,10,10,5,10,15,,,Somalia
Spain,5,0,25,20,5,5,,,,Somalia
France,75,50,95,80,95,95,110,,,Somalia
Croatia,0,0,0,0,0,0,0,0,,Somalia
Italy,50,45,75,45,90,60,110,,,Somalia
Cyprus,0,5,10,5,5,0,5,,,Somalia
Latvia,0,0,0,0,0,0,0,,,Somalia
Lithuania,0,0,0,0,0,0,0,0,,Somalia
Luxembourg,5,0,5,0,0,0,0,0,,Somalia
Hungary,10,20,15,30,10,40,85,70,,Somalia
Malta,5,5,0,0,5,0,5,,,Somalia
Netherlands,35,35,35,30,35,25,25,25,,Somalia
Austria,100,140,135,270,280,235,255,,,Somalia
Poland,0,0,0,0,0,0,0,0,0,Somalia
Portugal,0,0,0,0,0,0,0,,,Somalia
Romania,5,0,5,0,0,0,0,,,Somalia
Slovenia,0,0,0,0,0,5,0,0,,Somalia
Slovakia,0,0,0,0,0,0,0,,,Somalia
Finland,45,65,80,70,185,215,285,335,490,Somalia
Sweden,365,350,425,290,525,485,415,485,575,Somalia
United Kingdom,30,40,40,35,25,40,35,,,Somalia
Belgium,0,0,0,5,5,0,0,5,,Uganda
Bulgaria,0,0,0,0,0,0,0,0,,Uganda
Czech Republic,0,0,0,0,0,0,0,,,Uganda
Denmark,5,5,0,0,0,0,0,,,Uganda
Germany,10,10,5,5,5,10,5,10,,Uganda
Estonia,0,0,0,0,0,0,0,,,Uganda
Ireland,0,0,0,0,0,0,0,,,Uganda
Greece,0,5,0,0,0,0,0,,,Uganda
Spain,0,0,0,0,0,0,,,,Uganda
France,0,0,0,0,0,0,5,,,Uganda
Croatia,0,0,0,0,0,0,0,0,,Uganda
Italy,5,0,0,0,0,0,0,,,Uganda
Cyprus,0,0,0,0,0,0,0,,,Uganda
Latvia,0,0,0,0,0,0,0,,,Uganda
Lithuania,0,0,0,0,0,0,0,0,,Uganda
Luxembourg,0,0,0,0,0,0,0,0,,Uganda
Hungary,0,0,5,5,5,30,5,15,,Uganda
Malta,0,0,0,0,0,0,0,,,Uganda
Netherlands,5,5,10,10,15,5,10,20,,Uganda
Austria,0,0,0,5,0,10,5,,,Uganda
Poland,0,0,0,0,0,0,0,0,0,Uganda
Portugal,0,0,0,0,0,0,0,,,Uganda
Romania,0,0,0,0,0,0,0,,,Uganda
Slovenia,0,0,0,0,0,0,0,0,,Uganda
Slovakia,0,0,0,0,0,0,0,,,Uganda
Finland,0,0,0,0,0,0,0,0,0,Uganda
Sweden,5,5,15,10,10,5,20,5,10,Uganda
United Kingdom,20,10,10,20,20,25,20,,,Uganda
Belgium,0,0,0,0,0,5,0,0,,Tanzania
Bulgaria,0,0,0,0,0,0,0,0,,Tanzania
Czech Republic,0,0,0,0,0,0,0,,,Tanzania
Denmark,0,0,0,0,0,0,0,,,Tanzania
Germany,5,5,0,5,0,5,0,0,,Tanzania
Estonia,0,0,0,0,0,0,0,,,Tanzania
Ireland,0,0,0,0,0,0,0,,,Tanzania
Greece,0,0,5,0,0,5,0,,,Tanzania
Spain,0,0,0,0,0,0,,,,Tanzania
France,0,0,0,0,0,0,0,,,Tanzania
Croatia,0,0,0,0,0,0,0,0,,Tanzania
Italy,0,0,0,0,0,0,0,,,Tanzania
Cyprus,0,0,0,0,0,0,0,,,Tanzania
Latvia,0,0,0,0,0,0,0,,,Tanzania
Lithuania,0,0,0,0,0,0,0,0,,Tanzania
Luxembourg,0,0,0,0,0,0,0,0,,Tanzania
Hungary,0,0,0,0,0,0,0,0,,Tanzania
Malta,0,0,0,0,0,0,0,,,Tanzania
Netherlands,0,0,0,0,0,0,0,0,,Tanzania
Austria,0,0,0,0,0,0,0,,,Tanzania
Poland,0,0,0,0,0,0,0,0,0,Tanzania
Portugal,0,0,0,0,0,0,0,,,Tanzania
Romania,0,0,0,0,0,0,0,,,Tanzania
Slovenia,0,0,0,0,0,0,0,0,,Tanzania
Slovakia,0,0,0,0,0,0,0,,,Tanzania
Finland,0,0,0,0,0,0,0,0,0,Tanzania
Sweden,0,0,0,5,5,5,5,5,0,Tanzania
United Kingdom,5,5,0,0,5,5,0,,,Tanzania
Belgium,0,0,0,0,0,0,0,0,,Zambia
Bulgaria,0,0,0,0,0,0,0,0,,Zambia
Czech Republic,0,0,0,0,0,0,0,,,Zambia
Denmark,0,0,0,0,0,0,0,,,Zambia
Germany,0,0,0,0,0,0,0,0,,Zambia
Estonia,0,0,0,0,0,0,0,,,Zambia
Ireland,0,0,0,0,0,0,0,,,Zambia
Greece,0,0,0,0,0,0,0,,,Zambia
Spain,0,0,0,0,0,0,,,,Zambia
France,0,0,0,0,0,0,0,,,Zambia
Croatia,0,0,0,0,0,0,0,0,,Zambia
Italy,0,0,0,0,0,0,0,,,Zambia
Cyprus,0,0,0,0,0,0,0,,,Zambia
Latvia,0,0,0,0,0,0,0,,,Zambia
Lithuania,0,0,0,0,0,0,0,0,,Zambia
Luxembourg,0,0,0,0,0,0,0,0,,Zambia
Hungary,0,0,0,0,0,0,0,0,,Zambia
Malta,0,0,0,0,0,0,0,,,Zambia
Netherlands,0,5,0,0,0,0,0,0,,Zambia
Austria,0,0,0,0,0,0,0,,,Zambia
Poland,0,0,0,0,0,0,0,0,0,Zambia
Portugal,0,0,0,0,0,0,0,,,Zambia
Romania,0,0,0,0,0,0,0,,,Zambia
Slovenia,0,0,0,0,0,0,0,0,,Zambia
Slovakia,0,0,0,0,0,0,0,,,Zambia
Finland,0,0,0,0,0,0,0,0,0,Zambia
Sweden,0,0,0,5,0,0,0,0,0,Zambia
United Kingdom,0,5,0,0,0,5,5,,,Zambia
Belgium,0,0,0,0,0,0,0,0,,Zimbabwe
Bulgaria,0,0,0,0,0,0,0,0,,Zimbabwe
Czech Republic,0,0,0,0,0,0,0,,,Zimbabwe
Denmark,0,0,0,0,0,0,0,,,Zimbabwe
Germany,0,0,0,0,5,0,0,0,,Zimbabwe
Estonia,0,0,0,0,0,0,0,,,Zimbabwe
Ireland,5,5,5,10,5,5,5,,,Zimbabwe
Greece,0,0,0,0,0,0,0,,,Zimbabwe
Spain,0,0,0,0,0,0,,,,Zimbabwe
France,0,0,0,5,0,0,0,,,Zimbabwe
Croatia,0,0,0,0,0,0,0,0,,Zimbabwe
Italy,0,0,0,0,0,0,0,,,Zimbabwe
Cyprus,0,0,0,0,0,0,0,,,Zimbabwe
Latvia,0,0,0,0,0,0,0,,,Zimbabwe
Lithuania,0,0,0,0,0,0,0,0,,Zimbabwe
Luxembourg,0,0,0,0,0,0,0,0,,Zimbabwe
Hungary,0,0,0,0,0,0,0,0,,Zimbabwe
Malta,0,0,0,0,0,0,0,,,Zimbabwe
Netherlands,0,0,0,0,0,0,0,0,,Zimbabwe
Austria,0,0,0,0,0,0,0,,,Zimbabwe
Poland,0,0,0,0,0,0,0,0,0,Zimbabwe
Portugal,0,0,0,0,0,0,0,,,Zimbabwe
Romania,0,0,0,0,0,0,0,,,Zimbabwe
Slovenia,0,0,0,0,0,0,0,0,,Zimbabwe
Slovakia,0,0,0,0,0,0,0,,,Zimbabwe
Finland,0,0,0,0,0,0,0,0,0,Zimbabwe
Sweden,0,0,5,0,0,0,0,0,0,Zimbabwe
United Kingdom,30,45,35,20,25,25,20,,,Zimbabwe
Belgium,15,15,10,15,20,5,10,15,,Algeria
Bulgaria,0,0,5,0,0,5,0,0,,Algeria
Czech Republic,0,0,0,0,0,0,0,,,Algeria
Denmark,15,10,10,10,10,5,5,,,Algeria
Germany,155,115,205,225,280,320,140,165,,Algeria
Estonia,0,0,0,0,0,0,0,,,Algeria
Ireland,5,5,5,10,5,10,5,,,Algeria
Greece,15,20,15,15,10,5,5,,,Algeria
Spain,35,50,35,20,40,40,,,,Algeria
France,145,140,215,180,160,205,170,,,Algeria
Croatia,5,5,0,0,0,5,0,0,,Algeria
Italy,5,5,20,5,5,15,5,,,Algeria
Cyprus,0,0,0,0,0,0,0,,,Algeria
Latvia,0,0,0,0,0,0,0,,,Algeria
Lithuania,0,0,0,0,0,0,0,0,,Algeria
Luxembourg,0,0,5,5,0,5,0,5,,Algeria
Hungary,15,35,40,85,115,135,55,70,,Algeria
Malta,0,0,0,0,0,0,0,,,Algeria
Netherlands,10,0,0,0,0,5,5,0,,Algeria
Austria,50,75,70,90,105,120,100,,,Algeria
Poland,0,0,0,0,0,0,0,0,0,Algeria
Portugal,0,0,0,0,0,0,0,,,Algeria
Romania,0,0,0,0,0,0,0,,,Algeria
Slovenia,0,0,0,0,0,0,0,0,,Algeria
Slovakia,0,0,0,0,0,0,0,,,Algeria
Finland,10,5,10,10,10,5,5,5,10,Algeria
Sweden,45,30,30,30,35,25,25,30,30,Algeria
United Kingdom,15,10,20,15,20,10,5,,,Algeria
Belgium,5,10,10,10,0,5,5,10,,Egypt
Bulgaria,0,0,0,0,0,0,0,0,,Egypt
Czech Republic,0,0,0,0,0,0,0,,,Egypt
Denmark,5,0,0,0,0,10,0,,,Egypt
Germany,120,80,95,85,75,100,90,50,,Egypt
Estonia,0,0,0,0,0,0,0,,,Egypt
Ireland,0,0,0,0,0,0,0,,,Egypt
Greece,10,15,20,10,15,20,15,,,Egypt
Spain,0,0,0,0,0,5,,,,Egypt
France,30,25,25,40,15,30,15,,,Egypt
Croatia,0,0,0,0,0,0,0,0,,Egypt
Italy,50,50,55,40,30,25,45,,,Egypt
Cyprus,5,5,10,5,5,5,10,,,Egypt
Latvia,0,0,0,0,0,0,0,,,Egypt
Lithuania,0,0,0,0,0,0,0,0,,Egypt
Luxembourg,0,0,0,0,0,0,0,0,,Egypt
Hungary,0,5,0,5,20,15,10,15,,Egypt
Malta,0,0,0,0,0,0,5,,,Egypt
Netherlands,10,15,15,5,10,10,10,10,,Egypt
Austria,10,10,5,10,15,35,20,,,Egypt
Poland,0,0,0,0,0,0,0,5,0,Egypt
Portugal,0,0,0,0,0,0,0,,,Egypt
Romania,0,0,0,0,0,0,0,,,Egypt
Slovenia,0,0,0,0,0,0,0,0,,Egypt
Slovakia,0,0,0,0,0,0,0,,,Egypt
Finland,0,0,5,0,0,0,0,0,10,Egypt
Sweden,35,15,20,20,20,20,55,35,40,Egypt
United Kingdom,30,30,30,10,35,25,30,,,Egypt
Belgium,5,10,0,10,5,10,5,5,,Libya
Bulgaria,0,0,0,0,0,5,0,0,,Libya
Czech Republic,0,0,0,0,0,0,0,,,Libya
Denmark,5,10,10,5,5,5,5,,,Libya
Germany,95,45,115,85,45,230,110,45,,Libya
Estonia,0,0,0,0,0,0,0,,,Libya
Ireland,0,5,0,0,0,5,0,,,Libya
Greece,0,0,0,0,5,0,0,,,Libya
Spain,10,0,5,5,10,5,,,,Libya
France,30,45,80,65,35,45,70,,,Libya
Croatia,0,0,0,0,0,0,0,0,,Libya
Italy,20,20,5,40,15,10,30,,,Libya
Cyprus,0,0,0,0,0,0,0,,,Libya
Latvia,0,0,0,0,0,0,0,,,Libya
Lithuania,0,0,0,0,0,0,0,0,,Libya
Luxembourg,0,0,0,0,0,0,0,0,,Libya
Hungary,0,0,10,10,5,10,10,5,,Libya
Malta,45,60,90,75,115,75,85,,,Libya
Netherlands,10,10,5,10,10,10,5,10,,Libya
Austria,15,10,10,20,15,5,10,,,Libya
Poland,0,0,0,0,0,0,0,0,0,Libya
Portugal,0,0,0,0,0,0,0,,,Libya
Romania,0,0,0,0,0,0,0,,,Libya
Slovenia,0,0,0,0,0,0,0,0,,Libya
Slovakia,0,0,0,0,0,0,0,,,Libya
Finland,0,0,5,0,5,5,0,5,5,Libya
Sweden,40,45,40,30,40,30,20,20,35,Libya
United Kingdom,120,65,105,75,80,75,70,,,Libya
Belgium,15,15,10,15,10,15,25,15,,Morocco
Bulgaria,0,0,5,0,0,0,0,0,,Morocco
Czech Republic,0,0,0,0,0,0,0,,,Morocco
Denmark,15,30,15,10,20,15,5,,,Morocco
Germany,150,65,175,135,160,185,95,80,,Morocco
Estonia,0,0,0,0,0,0,0,,,Morocco
Ireland,0,0,0,0,0,0,0,,,Morocco
Greece,10,0,5,5,5,5,5,,,Morocco
Spain,15,25,35,30,25,20,,,,Morocco
France,25,15,25,30,25,30,30,,,Morocco
Croatia,0,0,0,0,0,0,0,0,,Morocco
Italy,30,45,30,35,15,25,30,,,Morocco
Cyprus,0,0,0,0,0,0,0,,,Morocco
Latvia,0,0,0,0,0,0,0,,,Morocco
Lithuania,0,0,0,0,0,0,0,0,,Morocco
Luxembourg,0,0,5,0,0,0,0,0,,Morocco
Hungary,5,10,15,60,40,60,30,30,,Morocco
Malta,0,0,0,0,0,0,0,,,Morocco
Netherlands,5,10,10,5,5,15,5,10,,Morocco
Austria,30,25,30,35,60,60,35,,,Morocco
Poland,0,0,0,0,0,0,0,0,0,Morocco
Portugal,5,5,5,0,0,0,0,,,Morocco
Romania,0,0,0,0,0,0,0,,,Morocco
Slovenia,0,0,0,0,0,0,0,0,,Morocco
Slovakia,0,0,0,0,0,0,0,,,Morocco
Finland,10,5,10,25,5,5,5,15,10,Morocco
Sweden,70,90,60,55,55,65,55,70,85,Morocco
United Kingdom,5,10,5,15,5,5,5,,,Morocco
Belgium,0,0,0,0,0,0,0,0,,South Sudan
Bulgaria,0,0,0,0,0,0,0,0,,South Sudan
Czech Republic,0,0,0,0,0,0,0,,,South Sudan
Denmark,0,0,0,0,0,0,0,,,South Sudan
Germany,5,0,0,5,5,5,10,0,,South Sudan
Estonia,0,0,0,0,0,0,0,,,South Sudan
Ireland,0,0,0,0,0,0,0,,,South Sudan
Greece,0,0,0,0,0,0,0,,,South Sudan
Spain,0,0,0,0,0,0,,,,South Sudan
France,0,0,0,0,0,0,0,,,South Sudan
Croatia,0,0,0,0,0,0,0,0,,South Sudan
Italy,0,0,0,0,0,0,0,,,South Sudan
Cyprus,0,0,0,0,0,0,0,,,South Sudan
Latvia,0,0,0,0,0,0,0,,,South Sudan
Lithuania,0,0,0,0,0,0,0,0,,South Sudan
Luxembourg,0,0,0,0,0,0,0,0,,South Sudan
Hungary,0,0,0,0,0,0,10,15,,South Sudan
Malta,0,0,0,0,0,0,0,,,South Sudan
Netherlands,0,0,0,0,0,0,0,0,,South Sudan
Austria,0,0,0,0,0,0,0,,,South Sudan
Poland,0,0,0,0,0,0,0,0,0,South Sudan
Portugal,0,0,0,0,0,0,0,,,South Sudan
Romania,0,0,0,0,0,0,0,,,South Sudan
Slovenia,0,0,0,0,0,0,0,0,,South Sudan
Slovakia,0,0,0,0,0,0,0,,,South Sudan
Finland,0,0,0,0,0,0,0,0,0,South Sudan
Sweden,0,0,0,0,0,0,0,0,0,South Sudan
United Kingdom,0,5,0,0,0,0,0,,,South Sudan
Belgium,5,10,0,10,25,15,20,20,,Sudan
Bulgaria,0,0,0,0,0,0,0,0,,Sudan
Czech Republic,0,0,0,0,0,0,0,,,Sudan
Denmark,0,0,0,0,0,5,20,,,Sudan
Germany,35,30,50,55,40,120,185,175,,Sudan
Estonia,0,5,0,0,0,0,0,,,Sudan
Ireland,5,0,0,0,0,5,0,,,Sudan
Greece,25,15,20,25,20,10,5,,,Sudan
Spain,0,0,0,0,0,0,,,,Sudan
France,110,150,250,260,200,375,435,,,Sudan
Croatia,0,0,0,0,0,0,0,0,,Sudan
Italy,10,10,15,5,10,20,20,,,Sudan
Cyprus,0,0,0,0,0,0,0,,,Sudan
Latvia,0,0,0,0,0,0,0,,,Sudan
Lithuania,0,0,0,0,0,0,0,0,,Sudan
Luxembourg,0,0,0,0,0,0,0,0,,Sudan
Hungary,5,5,5,5,10,35,115,75,,Sudan
Malta,5,0,0,0,0,0,0,,,Sudan
Netherlands,5,5,5,15,45,35,35,35,,Sudan
Austria,10,5,5,5,10,30,30,,,Sudan
Poland,0,0,0,0,0,0,0,0,0,Sudan
Portugal,0,0,0,0,0,0,0,,,Sudan
Romania,0,0,0,0,0,0,0,,,Sudan
Slovenia,0,0,0,0,0,0,0,0,,Sudan
Slovakia,0,0,0,0,0,0,0,,,Sudan
Finland,0,0,0,0,0,5,0,5,0,Sudan
Sweden,20,30,15,15,35,45,75,70,70,Sudan
United Kingdom,155,105,95,45,265,235,840,,,Sudan
Belgium,5,5,5,10,5,5,10,5,,Tunisia
Bulgaria,0,0,0,0,0,0,0,0,,Tunisia
Czech Republic,0,0,0,0,0,0,0,,,Tunisia
Denmark,5,5,10,10,5,0,5,,,Tunisia
Germany,75,50,110,80,60,200,65,50,,Tunisia
Estonia,0,0,0,0,0,0,0,,,Tunisia
Ireland,0,0,0,0,0,0,0,,,Tunisia
Greece,5,0,0,5,0,0,0,,,Tunisia
